X;Y;Z;PART_ID;Cutoff
162;290.750854;-110;1;0.947271558
162;290.72229;-110.025;1;0.615754474
162;290.353882;-110.354;1;0.390260841
162;290;-110.669;1;0.101891516
162;289.724854;-110.915;1;0.440840466
162;289.669739;-110.968;1;0.604282784
162;289.553284;-111.059;1;0.332806655
162;289.269196;-111.269;1;0.059305081
162;288.543976;-111.806;1;0.04736256
162;288.281799;-112;1;0.975993585
162;288.119995;-112.12;1;0.676302636
162;288;-112.209;1;0.878590747
162;286.97168;-112.972;1;0.946590515
162;286;-113.692;1;0.274792939
162;285.823395;-113.823;1;0.267111022
162;285.773926;-113.86;1;0.089417616
162;285.658203;-113.96;1;0.008179418
162;285.588867;-114;1;0.830012931
162;285.492798;-114.055;1;0.063470212
162;284.480194;-114.48;1;0.936227348
162;284.215393;-114.591;1;0.712708065
162;284;-114.681;1;0.939053962
162;283.65918;-114.821;1;0.430343573
162;283.588837;-114.782;1;0.173144289
162;282.646973;-114.647;1;0.026820394
162;282;-114.554;1;0.453878007
162;281.661072;-114.506;1;0.179017186
162;280.761658;-114;1;0.89916182
162;280;-113.572;1;0.040608363
162;279.733307;-113.422;1;0.31188619
162;279.642822;-113.351;1;0.150010852
162;278.619781;-112.62;1;0.935372168
162;278;-112.177;1;0.922529668
162;277.787689;-112.025;1;0.130200281
162;277.749969;-112;1;0.346738289
162;277.667328;-111.946;1;0.223559221
162;276;-110.955;1;0.498444457
162;275.740234;-110.8;1;0.555072738
162;275.679565;-110.763;1;0.835056399
162;274.172211;-110.024;1;0.091300347
162;274.126587;-110;1;0.178107395
162;274;-109.933;1;0.53979445
162;273.85675;-109.857;1;0.13041056
162;273.674408;-109.76;1;0.123066389
162;272;-109.059;1;0.450821286
162;271.745636;-108.953;1;0.043939124
162;271.677673;-108.931;1;0.295716872
162;271.634064;-108.925;1;0.907981212
162;270.727875;-108.728;1;0.504011968
162;270;-108.569;1;0.066090017
162;269.704559;-108.505;1;0.788947712
162;269.576721;-108.496;1;0.665047516
162;268.383453;-108.383;1;0.064137211
162;268;-108.347;1;0.748401517
162;267.682739;-108.317;1;0.030846906
162;267.615814;-108.32;1;0.237078444
162;266.289459;-108.289;1;0.885955455
162;266;-108.283;1;0.232852063
162;265.684784;-108.275;1;0.771049559
162;264.326447;-108.326;1;0.414633582
162;264;-108.339;1;0.829869293
162;263.752716;-108.348;1;0.595320759
162;263.686584;-108.358;1;0.510183733
162;263.620483;-108.372;1;0.082026754
162;262.520752;-108.521;1;0.153069428
162;262;-108.591;1;0.481702033
162;261.688049;-108.633;1;0.267792647
162;261.622223;-108.652;1;0.474730917
162;260.821564;-108.822;1;0.568189622
162;260;-108.995;1;0.000588905
162;259.689209;-109.061;1;0.539214418
162;259.623627;-109.077;1;0.584251625
162;259.180176;-109.18;1;0.200922704
162;258;-109.454;1;0.339037851
162;257.690338;-109.526;1;0.605693383
162;257.55069;-109.551;1;0.920316937
162;256;-109.83;1;0.580824201
162;255.856171;-109.856;1;0.066148154
162;255.756744;-109.874;1;0.469439334
162;255.715286;-109.883;1;0.513963361
162;254.721542;-110;1;0.387395944
162;254.527878;-110.023;1;0.058493556
162;254.439514;-110.04;1;0.680809149
162;254.37471;-110.048;1;0.929316429
162;254.081085;-110.081;1;0.228233244
162;253.999985;-110.09;1;0.64650638
162;252.282303;-110.282;1;0.055384685
162;252;-110.314;1;0.475485668
162;251.69519;-110.348;1;0.097045111
162;250.475128;-110.475;1;0.247711058
162;250;-110.525;1;0.814326716
162;249.760727;-110.55;1;0.670730988
162;249.696747;-110.557;1;0.174434796
162;248.737915;-110.738;1;0.243602248
162;248.000015;-110.877;1;0.112265107
162;247.761902;-110.922;1;0.23980762
162;247.698212;-110.937;1;0.733760887
162;247.098022;-111.098;1;0.779240134
162;246;-111.392;1;0.181874188
162;245.762833;-111.455;1;0.137064641
162;245.712494;-111.472;1;0.03083369
162;245.533722;-111.534;1;0.344002264
162;244.18515;-112;1;0.423692097
162;244.120834;-112.022;1;0.56520103
162;244.05864;-112.059;1;0.65804682
162;244.044464;-112.067;1;0.834434198
162;243.999985;-112.093;1;0.968622476
162;242.792267;-112.792;1;0.001810447
162;242;-113.251;1;0.123190466
162;241.76384;-113.388;1;0.370559193
162;241.700638;-113.43;1;0.171435648
162;241.534409;-113.534;1;0.033755838
162;240.79306;-114;1;0.256324335
162;240.757721;-114.022;1;0.404705086
162;240.375351;-114.375;1;0.240307469
162;240;-114.722;1;0.48466028
162;239.837769;-114.872;1;0.914578931
162;239.700729;-114.999;1;0.382102378
162;239.355255;-115.355;1;0.13914026
162;238.729919;-116;1;0.301821753
162;238.710037;-116.021;1;0.99719012
162;238.446213;-116.367;1;0.458953502
162;238.412201;-116.412;1;0.027949785
162;238.000015;-116.959;1;0.013325663
162;237.552368;-117.552;1;0.211264068
162;237.507782;-117.611;1;0.857224397
162;237.387939;-117.766;1;0.874340234
162;237.257095;-117.986;1;0.39286273
162;237.251526;-118;1;0.438682612
162;236.900085;-118.9;1;0.408430015
162;236.706818;-119.395;1;0.499311887
162;236.537613;-120;1;0.634800289
162;236.532242;-120.019;1;0.936058603
162;236.592896;-120.593;1;0.181537724
162;236.707794;-121.68;1;0.76862686
162;236.702164;-122;1;0.899823396
162;236.699402;-122.157;1;0.971852606
162;236.815308;-122.573;1;0.491094668
162;237.029694;-123.03;1;0.999244877
162;237.23291;-123.462;1;0.0856959
162;237.309006;-123.668;1;0.552759051
162;237.331009;-123.741;1;0.511683904
162;237.40538;-124;1;0.757297327
162;237.857864;-125.575;1;0.215610072
162;237.816299;-125.816;1;0.148619178
162;237.784683;-126;1;0.858136601
162;237.651688;-126.773;1;0.990180113
162;237.554672;-127.509;1;0.317764937
162;237.541687;-127.542;1;0.166775962
162;237.356918;-128;1;0.471368753
162;237.217361;-128.346;1;0.496096222
162;236.898407;-128.898;1;0.060458139
162;236.568634;-129.469;1;0.611653875
162;236.224243;-130;1;0.84227128
162;236.135986;-130.136;1;0.223647197
162;236;-130.346;1;0.040375871
162;235.82991;-130.608;1;0.833207594
162;235.499893;-131.079;1;0.610943216
162;235.388489;-131.329;1;0.199680545
162;235.370316;-131.37;1;0.671561414
162;235.193161;-131.775;1;0.653000566
162;235.189758;-131.857;1;0.888839532
162;235.146072;-132;1;0.990903371
162;234.877762;-132.878;1;0.525912234
162;234.639267;-133.658;1;0.023016371
162;234.610611;-134;1;0.429533063
162;234.563416;-134.563;1;0.377361647
162;234.505417;-135.256;1;0.588485158
162;234.40596;-135.773;1;0.56519758
162;234.442627;-136;1;0.931823933
162;234.461044;-136.114;1;0.331921813
162;234.523071;-136.523;1;0.551881585
162;234.582291;-136.914;1;0.586341685
162;234.825333;-138;1;0.470456193
162;235.043564;-138.975;1;0.109950849
162;235.062241;-139.062;1;0.585888716
162;235.222519;-139.808;1;0.093204471
162;235.297028;-139.996;1;0.212419761
162;235.29892;-140;1;0.481361576
162;235.372421;-140.166;1;0.425035333
162;236;-141.695;1;0.168438755
162;236.125061;-142;1;0.966644854
162;236.147232;-142.054;1;0.407400278
162;236.272797;-142.273;1;0.963262029
162;237.26413;-144;1;0.363382786
162;237.732971;-144.817;1;0.645544365
162;237.770142;-144.906;1;0.811012839
162;238.000015;-145.304;1;0.029460771
162;238.381317;-145.964;1;0.851215561
162;238.398483;-146;1;0.918384705
162;238.407776;-146.019;1;0.978489067
162;238.938187;-146.938;1;0.818043511
162;239.531021;-147.965;1;0.418997771
162;239.542648;-148;1;0.842288689
162;239.54895;-148.019;1;0.316551041
162;239.526657;-148.088;1;0.556175164
162;239.548187;-148.258;1;0.653741425
162;239.568619;-149.569;1;0.779494126
162;239.570602;-149.696;1;0.819163116
162;239.628464;-150;1;0.6152043
162;239.631943;-150.018;1;0.080965508
162;238.843613;-150.844;1;0.175718052
162;238.000015;-151.727;1;0.553384989
162;237.986633;-151.741;1;0.763985907
162;237.860199;-151.86;1;0.314259854
162;237.761978;-151.953;1;0.555188674
162;237.715729;-151.961;1;0.877543226
162;237.583206;-152;1;0.728802899
162;236.358139;-152.358;1;0.003303005
162;236;-152.463;1;0.429067996
162;235.766159;-152.531;1;0.782402136
162;235.721054;-152.532;1;0.193917863
162;234.716156;-152.716;1;0.158981239
162;234;-152.847;1;0.331065008
162;233.738281;-152.895;1;0.6521592
162;233.714096;-152.894;1;0.591268728
162;233.224747;-152.936;1;0.595051432
162;232.957382;-152.957;1;0.334507168
162;232;-153.035;1;0.308106283
162;231.726776;-153.057;1;0.28100324
162;231.679947;-153.067;1;0.98660668
162;230.963226;-152.963;1;0.548816618
162;230;-152.823;1;0.129922671
162;229.731369;-152.784;1;0.146419491
162;229.595001;-152.787;1;0.80118035
162;229.422226;-152.725;1;0.289560058
162;229.27179;-152.451;1;0.541796791
162;228.93129;-152;1;0.708615257
162;228.140259;-150.953;1;0.924851566
162;228.006012;-150.006;1;0.462353572
162;228.005157;-150;1;0.447200142
162;227.999985;-149.964;1;0.36138572
162;227.927109;-149.449;1;0.490552442
162;227.732697;-149.045;1;0.319860227
162;227.468552;-148.815;1;0.374927407
162;226.245056;-148.022;1;0.451649034
162;226.211288;-148;1;0.288454265
162;226;-147.86;1;0.865891701
162;225.596909;-147.592;1;0.649676272
162;225.568573;-147.569;1;0.953409084
162;225.295364;-147.339;1;0.704468457
162;225.013931;-147.299;1;0.498462391
162;224;-147.207;1;0.200260275
162;223.313263;-147.145;1;0.859377979
162;223.146973;-147.147;1;0.456867621
162;222.000015;-147.16;1;0.418257507
162;221.712326;-147.164;1;0.898393888
162;221.272064;-147.128;1;0.703354897
162;221.138687;-147.139;1;0.634062079
162;220;-147.228;1;0.819942733
162;219.707733;-147.251;1;0.883781287
162;219.256241;-147.256;1;0.527303763
162;217.999985;-147.406;1;0.482170178
162;217.702103;-147.441;1;0.272034876
162;217.448181;-147.448;1;0.871578856
162;217.265747;-147.453;1;0.402755378
162;216;-147.575;1;0.33010609
162;215.69574;-147.605;1;0.914676494
162;215.608414;-147.608;1;0.589579165
162;215.299698;-147.622;1;0.797962072
162;214;-147.679;1;0.42798974
162;213.692764;-147.693;1;0.180600842
162;213.689423;-147.693;1;0.681778981
162;213.355789;-147.685;1;0.814612115
162;212.000015;-147.673;1;0.0566057
162;211.683899;-147.671;1;0.638612779
162;211.670029;-147.67;1;0.157604609
162;211.428848;-147.657;1;0.316197446
162;210;-147.559;1;0.844121768
162;209.679932;-147.537;1;0.249298432
162;209.518967;-147.519;1;0.832241221
162;209.512726;-147.518;1;0.157522259
162;208;-147.297;1;0.625346055
162;207.677948;-147.25;1;0.162171457
162;207.529892;-147.219;1;0.18562461
162;207.154755;-147.155;1;0.490656454
162;206.000015;-146.957;1;0.809650281
162;205.754089;-146.915;1;0.387134426
162;205.68457;-146.903;1;0.124758164
162;205.682693;-146.903;1;0.124958647
162;205.678741;-146.902;1;0.190620542
162;204.713211;-146.713;1;0.134671993
162;204;-146.574;1;0.839490494
162;203.74823;-146.524;1;0.062164258
162;203.682495;-146.519;1;0.925978046
162;202.38208;-146.382;1;0.068179116
162;201.999985;-146.342;1;0.612676676
162;201.790375;-146.32;1;0.060352038
162;200.421738;-146.422;1;0.695207994
162;200;-146.453;1;0.815705292
162;199.416962;-146.497;1;0.429852986
162;199.314468;-146.502;1;0.235011455
162;199.211823;-146.524;1;0.36788509
162;198.642975;-146.643;1;0.6219423
162;198;-146.778;1;0.563820538
162;197.797379;-146.821;1;0.45927359
162;197.079132;-147.079;1;0.360938699
162;196;-147.468;1;0.631022369
162;195.855164;-147.52;1;0.291482949
162;195.788773;-147.546;1;0.192776747
162;195.619766;-147.62;1;0.380092623
162;194.747772;-148;1;0.64773642
162;194.529221;-148.095;1;0.901427415
162;194.473541;-148.123;1;0.08932074
162;194.250534;-148.251;1;0.238371069
162;194;-148.394;1;0.853603134
162;192.978714;-148.979;1;0.404007698
162;192;-149.539;1;0.977395406
162;191.831894;-149.635;1;0.993899334
162;191.802902;-149.652;1;0.486837625
162;191.741959;-149.683;1;0.198653419
162;191.70401;-149.704;1;0.751423611
162;191.16777;-150;1;0.22369492
162;190.415314;-150.415;1;0.386456528
162;190;-150.645;1;0.600571671
162;189.791901;-150.759;1;0.893148988
162;189.065918;-151.066;1;0.610578323
162;188;-151.516;1;0.801282285
162;187.839157;-151.584;1;0.675845669
162;187.809555;-151.597;1;0.90995316
162;187.64296;-151.643;1;0.082209348
162;186.353058;-152;1;0.597483235
162;186.299133;-152.015;1;0.705546923
162;186.2435;-152.026;1;0.40910145
162;186.051712;-152.052;1;0.837959277
162;186;-152.059;1;0.64782828
162;184.289246;-152.289;1;0.840573236
162;184;-152.328;1;0.753586722
162;183.843658;-152.349;1;0.926514769
162;183.801865;-152.355;1;0.666727553
162;183.760086;-152.358;1;0.487353204
162;182.457916;-152.458;1;0.899604641
162;182;-152.493;1;0.830314892
162;181.804016;-152.508;1;0.008952576
162;181.76268;-152.51;1;0.995173408
162;180.600342;-152.6;1;0.461324732
162;180;-152.647;1;0.647570924
162;179.806152;-152.662;1;0.38798937
162;179.765289;-152.664;1;0.442087437
162;178.710098;-152.71;1;0.57301256
162;178;-152.741;1;0.364645738
162;177.808105;-152.75;1;0.919025108
162;177.767639;-152.751;1;0.796553349
162;176.780365;-152.78;1;0.050594475
162;176;-152.804;1;0.148701651
162;175.809982;-152.809;1;0.846045434
162;175.769897;-152.81;1;0.107433634
162;174.863693;-152.864;1;0.128512899
162;174;-152.915;1;0.442074465
162;173.812027;-152.926;1;0.573338939
