X;Y;0;PART_ID;Cutoff
200.104584;372;-102.064;1;0.827792682
200.061188;372;-102.061;1;0.920948877
200.000015;372;-102.058;1;0.301948711
199.948502;372;-102.054;1;0.789849706
198.310349;372;-102.31;1;0.038527708
198.200211;372;-102.328;1;0.817148576
198;372;-102.363;1;0.726381534
197.946121;372;-102.373;1;0.236512567
197.689194;372;-102.418;1;0.007141926
196.597809;372;-102.598;1;0.252675906
196;372;-102.696;1;0.636562238
195.943802;372;-102.705;1;0.003643771
194.878784;372;-102.879;1;0.077376019
194.217285;372;-102.986;1;0.831992192
194;372;-103.015;1;0.593328167
193.941544;372;-103.023;1;0.537125222
193.054504;372;-103.055;1;0.791437738
192.29071;372;-103.082;1;0.658742955
192.008682;372;-103.123;1;0.760157713
191.999985;372;-103.123;1;0.883778182
191.650818;372;-103.128;1;0.277236327
191.013931;372;-103.014;1;0.410221007
190;372;-102.833;1;0.812357319
189.937515;372;-102.822;1;0.077312303
188.240875;372;-102.028;1;0.854319416
188.093277;372;-102;1;0.305826356
188;372;-101.982;1;0.821056743
187.977982;372;-101.978;1;0.216924186
187.938263;372;-101.97;1;0.884316319
187.633331;372;-101.861;1;0.724698923
186;372;-100.944;1;0.638416753
185.934494;372;-100.907;1;0.363834508
185.64566;372;-100.771;1;0.122975576
184.404068;372;-100.023;1;0.416799127
184.36087;372;-100;1;0.930752695
184.082001;372;-99.8493;1;0.332101188
184;372;-99.8049;1;0.762642698
183.574753;372;-99.5748;1;0.565395137
182;372;-98.7223;1;0.790175538
181.932236;372;-98.6856;1;0.250748133
181.670761;372;-98.5602;1;0.259750477
180.414688;372;-98;1;0.08874392
180;372;-97.815;1;0.582800562
179.931244;372;-97.7844;1;0.155101787
179.671341;372;-97.6713;1;0.121926305
179.604828;372;-97.6424;1;0.67220394
178;372;-97.0477;1;0.590151953
177.930344;372;-97.0219;1;0.499276777
177.59964;372;-96.9133;1;0.986208007
176.607147;372;-96.6071;1;0.392853948
176;372;-96.4198;1;0.674066538
175.929504;372;-96.3981;1;0.707686336
175.697617;372;-96.3279;1;0.633091514
174.634247;372;-96;1;0.532079654
174.032181;372;-95.8143;1;0.326577598
174.000015;372;-95.8052;1;0.794971338
173.727615;372;-95.7276;1;0.451498768
173.59108;372;-95.6887;1;0.330751663
172;372;-95.2398;1;0.260719285
171.928223;372;-95.2196;1;0.991102769
171.58783;372;-95.1466;1;0.680062067
171.025528;372;-95.0255;1;0.54614356
170;372;-94.8046;1;0.791056785
169.927719;372;-94.7891;1;0.647920195
169.584991;372;-94.7258;1;0.043379951
168.553055;372;-94.5531;1;0.783605703
168;372;-94.4605;1;0.719234511
167.927292;372;-94.4483;1;0.855639442
167.582581;372;-94.4092;1;0.564563844
166.284363;372;-94.2843;1;0.066326799
166.000015;372;-94.257;1;0.398541431
165.926926;372;-94.25;1;0.842049593
165.58049;372;-94.2277;1;0.717821761
164.170914;372;-94.1709;1;0.60876526
164;372;-94.164;1;0.437139364
163.92659;372;-94.1611;1;0.099163865
163.629898;372;-94.1436;1;0.784507125
162.096832;372;-94.0968;1;0.515895015
162;372;-94.0939;1;0.268569126
161.977615;372;-94.0932;1;0.054311118
160.027771;372;-94.0278;1;0.765657248
160;372;-94.0268;1;0.921621411
159.971146;372;-94.0259;1;0.67592319
159.926376;372;-94.0236;1;0.740535222
159.162567;372;-94;1;0.418591578
158.274811;372;-93.9726;1;0.545796598
157.999985;372;-93.9536;1;0.525228595
157.95018;372;-93.9502;1;0.068361244
157.926468;372;-93.9486;1;0.760700507
157.578522;372;-93.9347;1;0.431909427
156.012573;372;-93.9673;1;0.84120153
156;372;-93.9679;1;0.268344507
155.969406;372;-93.9694;1;0.209117075
155.346283;372;-94;1;0.348553837
154.273209;372;-94.0527;1;0.479422859
154.047119;372;-94.0471;1;0.510816057
154;372;-94.046;1;0.627000055
153.926941;372;-94.0442;1;0.241149782
152.271927;372;-94.2069;1;0.878167918
152.208801;372;-94.2088;1;0.491647672
152;372;-94.215;1;0.028416334
151.927307;372;-94.2172;1;0.298727971
151.583511;372;-94.2417;1;0.727948465
150.444595;372;-94.4446;1;0.289464368
150;372;-94.5238;1;0.119023816
149.927704;372;-94.5367;1;0.943105087
148.738861;372;-94.7389;1;0.337617078
148.268509;372;-94.8189;1;0.012929067
148;372;-94.8494;1;0.586556314
147.989151;372;-94.8506;1;0.15381211
147.588898;372;-94.9505;1;0.671481858
147.076065;372;-95.0761;1;0.055054648
146;372;-95.3395;1;0.817304534
145.928802;372;-95.3569;1;0.880869417
145.540375;372;-95.5404;1;0.135484032
145.424881;372;-95.5949;1;0.450224448
144.33519;372;-96;1;0.955828108
144.268311;372;-96.0249;1;0.508453916
144.165649;372;-96.1656;1;0.301467439
144;372;-96.3928;1;0.84154156
143.322235;372;-97.3222;1;0.397465114
143.055344;372;-97.6882;1;0.823549319
142.894012;372;-98;1;0.316318959
142.881073;372;-98.025;1;0.551851344
143.241379;372;-99.2414;1;0.806411258
143.282394;372;-99.3799;1;0.214073308
143.504715;372;-100;1;0.564878077
143.513855;372;-100.026;1;0.323423101
143.926987;372;-100.375;1;0.78137761
144;372;-100.431;1;0.515808358
144.30484;372;-100.664;1;0.567426105
145.68013;372;-102;1;0.981600661
145.707138;372;-102.026;1;0.639332867
146;372;-102.278;1;0.706977868
146.333481;372;-102.564;1;0.330000248
147.286209;372;-104;1;0.466109311
147.303986;372;-104.027;1;0.76926695
146.908615;372;-104.909;1;0.858593947
146.419281;372;-106;1;0.770466803
146.28949;372;-106.289;1;0.618761007
146.198685;372;-106.492;1;0.661392843
146.233917;372;-106.88;1;0.598823146
146.072083;372;-107.217;1;0.679921106
146;372;-107.296;1;0.185086249
145.664978;372;-107.665;1;0.924508401
145.360641;372;-108;1;0.201093137
145.336258;372;-108.027;1;0.624436683
145.019989;372;-108.388;1;0.060275405
144.703186;372;-108.703;1;0.73974697
144;372;-109.402;1;0.593743722
143.700195;372;-109.7;1;0.736529309
143.398575;372;-110;1;0.902114435
143.371826;372;-110.027;1;0.287025201
143.179733;372;-110.265;1;0.482374939
142.75975;372;-110.76;1;0.488400142
142;372;-111.655;1;0.050437203
141.84169;372;-111.842;1;0.744905125
141.78569;372;-111.908;1;0.434439559
141.716736;372;-112;1;0.501733252
141.431015;372;-112.382;1;0.134918771
140.943253;372;-112.943;1;0.052811334
140.276169;372;-113.71;1;0.237920288
140;372;-113.89;1;0.196635348
139.933334;372;-113.933;1;0.115308897
139.830917;372;-114;1;0.164987542
139.745941;372;-114.055;1;0.782209239
139.419876;372;-114.244;1;0.55710431
138.704849;372;-114.705;1;0.915490873
138;372;-115.159;1;0.533372834
137.927841;372;-115.205;1;0.33958968
137.391647;372;-115.392;1;0.689246488
136.4198;372;-115.73;1;0.802533252
136;372;-115.795;1;0.987570474
135.929459;372;-115.806;1;0.119844302
135.823074;372;-115.823;1;0.506229515
134.702133;372;-116;1;0.380839208
134.25827;372;-116.07;1;0.981694521
134.082794;372;-116.083;1;0.924732674
134;372;-116.089;1;0.788890793
133.931168;372;-116.094;1;0.221280359
132.251572;372;-116.101;1;0.088264262
132.096359;372;-116.096;1;0.751441474
132;372;-116.093;1;0.429816401
131.932953;372;-116.091;1;0.726228025
130.959122;372;-116;1;0.094323724
130.906799;372;-115.995;1;0.875200419
130.164383;372;-115.924;1;0.625899424
130;372;-115.918;1;0.894500656
129.93483;372;-115.916;1;0.598947305
129.911957;372;-115.912;1;0.396879191
128.933426;372;-115.736;1;0.94800036
128;372;-115.582;1;0.378252223
127.936806;372;-115.572;1;0.394978518
127.639236;372;-115.511;1;0.519226979
127.467606;372;-115.468;1;0.634066371
126;372;-115.098;1;0.483655919
125.938858;372;-115.083;1;0.447125591
125.651001;372;-115.026;1;0.537260811
124.757408;372;-114.757;1;0.349976972
124;372;-114.53;1;0.797448905
123.551613;372;-114.395;1;0.886320982
122.241531;372;-114.02;1;0.878814777
122.206848;372;-114;1;0.347187107
122.100761;372;-113.939;1;0.341044366
122;372;-113.889;1;0.654504557
121.943207;372;-113.861;1;0.09879739
121.860794;372;-113.861;1;0.320241827
121.760834;372;-113.861;1;0.147818834
121.314728;372;-114;1;0.179322491
121.251747;372;-114.02;1;0.32067719
120.243042;372;-114.243;1;0.636932988
120;372;-114.297;1;0.01482394
119.346512;372;-114.442;1;0.201780855
118.665787;372;-114.666;1;0.69638117
118;372;-114.885;1;0.320419338
117.947876;372;-114.902;1;0.536169842
117.368065;372;-115.368;1;0.906344272
116.581512;372;-116;1;0.724184547
116.283073;372;-116.24;1;0.857056516
116.260712;372;-116.261;1;0.080282182
116;372;-116.505;1;0.724333993
115.95034;372;-116.551;1;0.277302214
115.218842;372;-117.219;1;0.014134916
114.362717;372;-118;1;0.334794199
114.247353;372;-118.105;1;0.557398465
114.189697;372;-118.19;1;0.42294535
114;372;-118.468;1;0.460608898
113.952972;372;-118.536;1;0.054740407
113.32296;372;-119.323;1;0.719435562
112.780685;372;-120;1;0.178078538
112.767914;372;-120.016;1;0.115547871
112.652771;372;-120.653;1;0.827105882
112.481773;372;-121.598;1;0.00671062
112.491493;372;-122;1;0.689683319
112.491875;372;-122.016;1;0.487098512
113.621696;372;-123.579;1;0.634824688
114;372;-123.921;1;0.293087006
114.087547;372;-124;1;0.962270111
114.105453;372;-124.016;1;0.011194959
116;372;-125.342;1;0.962909088
116.254463;372;-125.52;1;0.543293717
117.026764;372;-126;1;0.945597535
117.054405;372;-126.017;1;0.878021131
117.950279;372;-126.692;1;0.156216477
118;372;-126.736;1;0.080554651
119.06575;372;-127.672;1;0.036020351
119.407547;372;-128;1;0.863555662
119.948761;372;-128.519;1;0.109621874
120;372;-128.575;1;0.755011177
120.946144;372;-129.594;1;0.439341349
121.224266;372;-130;1;0.906236589
121.947807;372;-131.056;1;0.613176541
122;372;-131.151;1;0.800559683
122.466873;372;-132;1;0.402327451
122.510963;372;-132.08;1;0.438312188
122.80706;372;-132.807;1;0.005288489
122.886833;372;-133.003;1;0.153836005
123.199554;372;-134;1;0.998550639
123.205269;372;-134.018;1;0.61630258
123.10865;372;-134.858;1;0.662141247
123.089836;372;-135.09;1;0.882361845
123.015945;372;-136;1;0.920040765
123.014503;372;-136.018;1;0.271694967
122.708603;372;-136.709;1;0.221652147
122.485107;372;-137.213;1;0.462811311
122.055748;372;-138;1;0.123284305
122.046516;372;-138.017;1;0.90468474
122.032631;372;-138.033;1;0.592639486
122;372;-138.07;1;0.323227859
121.612579;372;-138.508;1;0.174153993
121.173904;372;-139.174;1;0.222672207
120.629433;372;-140;1;0.239933984
120.421272;372;-140.316;1;0.100475982
120.372772;372;-140.373;1;0.108238718
120;372;-140.81;1;0.650808424
119.955994;372;-140.862;1;0.839629028
119.408485;372;-141.408;1;0.25338819
118.815842;372;-142;1;0.584844321
118.492081;372;-142.323;1;0.857434657
118.385971;372;-142.386;1;0.344255788
118;372;-142.614;1;0.821707642
117.959274;372;-142.639;1;0.498548458
117.038742;372;-143.039;1;0.889532423
116.204613;372;-143.401;1;0.818131661
116;372;-143.408;1;0.554939406
115.961838;372;-143.409;1;0.224269835
115.782005;372;-143.376;1;0.788494086
115.416588;372;-143.417;1;0.037055381
114;372;-143.574;1;0.666061594
113.963974;372;-143.578;1;0.990872514
113.794281;372;-143.554;1;0.165439743
113.561043;372;-143.561;1;0.06795814
112;372;-143.607;1;0.470114727
111.966034;372;-143.609;1;0.571178057
111.805992;372;-143.581;1;0.840085926
111.5616;372;-143.562;1;0.550327024
110;372;-143.439;1;0.829445196
109.967972;372;-143.437;1;0.177045861
109.817039;372;-143.408;1;0.321603792
109.34446;372;-143.344;1;0.904925723
108;372;-143.162;1;0.512339969
107.969849;372;-143.158;1;0.075205775
107.827744;372;-143.119;1;0.152101473
106.891441;372;-142.891;1;0.059110509
106;372;-142.675;1;0.707394956
105.971611;372;-142.668;1;0.197685751
105.866867;372;-142.64;1;0.219963651
104.229736;372;-142.23;1;0.046862842
104.000824;372;-142.172;1;0.072604214
104;372;-142.172;1;0.870261112
103.310555;372;-142;1;0.947030777
102.118973;372;-141.703;1;0.329011274
102;372;-141.668;1;0.831511679
101.975159;372;-141.661;1;0.228830479
101.581451;372;-141.581;1;0.517059555
100.086365;372;-141.28;1;0.453788304
100.000008;372;-141.264;1;0.847901907
99.976997;372;-141.26;1;0.689769134
99.10997;372;-141.11;1;0.056856285
98.07946;372;-140.932;1;0.307292063
98;372;-140.918;1;0.070718806
97.978821;372;-140.914;1;0.969104522
96.703239;372;-140.703;1;0.223476725
96.072639;372;-140.599;1;0.327496056
95.999992;372;-140.588;1;0.147636849
95.980629;372;-140.584;1;0.019006276
95.876526;372;-140.569;1;0.828535266
94.373123;372;-140.373;1;0.62765757
94;372;-140.324;1;0.759679068
93.982445;372;-140.322;1;0.016481966
93.093781;372;-140.19;1;0.563229033
92.079048;372;-140.036;1;0.594911349
92.032402;372;-140.032;1;0.743967866
92;372;-140.03;1;0.514515916
91.984177;372;-140.029;1;0.371690696
91.803688;372;-140;1;0.811187465
90.769341;372;-139.836;1;0.573920896
90.053047;372;-139.72;1;0.186328625
90;372;-139.711;1;0.528958796
89.985855;372;-139.708;1;0.73817008
89.643929;372;-139.644;1;0.388879974
88.04705;372;-139.343;1;0.383828945
88;372;-139.332;1;0.042097843
87.987457;372;-139.329;1;0.055566846
87.123451;372;-139.123;1;0.58315449
86.04142;372;-138.866;1;0.379539537
86;372;-138.857;1;0.97022159
85.98896;372;-138.854;1;0.414917532
85.958153;372;-138.848;1;0.96719285
84.473;372;-138.473;1;0.462514866
84.009041;372;-138.356;1;0.205070658
84;372;-138.354;1;0.176480722
82.046898;372;-138.035;1;0.035786581
82.032623;372;-138.033;1;0.204488033
82;372;-138.027;1;0.110251758
81.991783;372;-138.026;1;0.195054095
81.677231;372;-138;1;0.80900629
80.025803;372;-137.864;1;0.340974714
80;372;-137.863;1;0.608051694
79.993111;372;-137.863;1;0.776053112
79.960625;372;-137.866;1;0.811572196
79.870872;372;-137.871;1;0.434071814
78;372;-137.972;1;0.040763461
77.973564;372;-137.974;1;0.432927981
77.53083;372;-137.998;1;0.560238492
77.51783;372;-138;1;0.73289922
77.505692;372;-138.002;1;0.78294076
76.159271;372;-138.159;1;0.394903355
76;372;-138.178;1;0.610808914
75.995575;372;-138.178;1;0.680974182
75.974686;372;-138.182;1;0.241722918
74.404045;372;-138.404;1;0.652118396
74;372;-138.461;1;0.730081029
73.996628;372;-138.462;1;0.967806045
73.980721;372;-138.464;1;0.716970312
72.636986;372;-138.637;1;0.643899601
72;372;-138.719;1;0.21109539
71.997543;372;-138.719;1;0.981624076
71.985947;372;-138.72;1;0.806568929
70.846123;372;-138.846;1;0.271532889
70;372;-138.939;1;0.181546048
69.998322;372;-138.94;1;0.389078671
69.990372;372;-138.94;1;0.901356175
69.033974;372;-139.034;1;0.407191261
68;372;-139.136;1;0.947720169
67.998947;372;-139.136;1;0.3819365
67.99395;372;-139.136;1;0.765849095
67.211067;372;-139.211;1;0.322214583
66;372;-139.327;1;0.272261597
65.999428;372;-139.328;1;0.258339225
65.996712;372;-139.328;1;0.896753803
65.390144;372;-139.39;1;0.476489561
63.999767;372;-139.533;1;0.032491216
63.998669;372;-139.533;1;0.45635688
63.564583;372;-139.565;1;0.1527751
61.999954;372;-139.677;1;0.798333992
61.682545;372;-139.683;1;0.378910006
60;372;-139.713;1;0.76694318
59.69619;372;-139.696;1;0.68407064
59.296177;372;-139.674;1;0.99454639
58;372;-139.654;1;0.295297386
57.618999;372;-139.619;1;0.198827131
56;372;-139.472;1;0.917302274
55.401508;372;-139.402;1;0.610319225
54;372;-139.237;1;0.036697404
53.149593;372;-139.15;1;0.884811106
52;372;-139.031;1;0.671496901
50.977245;372;-138.977;1;0.784255449
50.000004;372;-138.926;1;0.699795138
48.951942;372;-138.952;1;0.701897753
47.999996;372;-138.976;1;0.674606096
47.090855;372;-139.091;1;0.041847394
46;372;-139.229;1;0.881578158
45.358646;372;-139.359;1;0.570989937
44;372;-139.634;1;0.212901483
43.702774;372;-139.703;1;0.443881549
42.421349;372;-140;1;0.749912378
42.071022;372;-140.071;1;0.882704006
42;372;-140.085;1;0.043983761
40.408146;372;-140.408;1;0.32104336
40;372;-140.491;1;0.042673445
38.709949;372;-140.71;1;0.943833913
38;372;-140.831;1;0.495685054
36.979664;372;-140.98;1;0.364585634
36;372;-141.123;1;0.455616215
35.197262;372;-141.197;1;0.798150891
34;372;-141.308;1;0.228191631
33.309849;372;-141.31;1;0.634268149
32;372;-141.313;1;0.321714851
31.258694;372;-141.259;1;0.279013621
30;372;-141.167;1;0.796329663
28.990602;372;-140.991;1;0.157142313
28;372;-140.818;1;0.630810995
26.519003;372;-140.519;1;0.80504964
26;372;-140.414;1;0.31891705
24.097015;372;-140;1;0.672104478
23.999998;372;-139.979;1;0.800333672
23.974417;372;-139.974;1;0.256775788
22;372;-139.63;1;0.811275594
21.572119;372;-139.572;1;0.960955555
20;372;-139.36;1;0.229048723
19.261337;372;-139.261;1;0.344465781
18;372;-139.094;1;0.724794209
16.921587;372;-138.922;1;0.986663666
16;372;-138.775;1;0.190687986
14.447661;372;-138.448;1;0.365618957
14;372;-138.353;1;0.228286142
12.727297;372;-138;1;0.907807285
11.999999;372;-137.798;1;0.768740641
11.696889;372;-137.697;1;0.431304595
10;372;-137.131;1;0.185433692
8.607534;372;-136.608;1;0.725101328
8;372;-136.379;1;0.519542195
6.864918;372;-136;1;0.962465245
6;372;-135.711;1;0.185280809
5.589578;372;-135.59;1;0.124496014
4;372;-135.119;1;0.837548693
2.551749;372;-134.552;1;0.275735575
2;372;-134.335;1;0.517547164
1.144296;372;-134;1;0.244836682
0;372;-133.637;1;0.15649061
298;334;-167.595;2;0.090518688
297.609344;334;-167.609;2;0.566182761
296;334;-167.668;2;0.126427613
295.720337;334;-167.72;2;0.922592425
294.220612;334;-168;2;0.351946922
294.034668;334;-168.035;2;0.541583261
294;334;-168.041;2;0.922459564
292.32251;334;-168.323;2;0.718136532
292;334;-168.377;2;0.082436456
290.489349;334;-168.489;2;0.281959398
290;334;-168.526;2;0.879388723
288.4617;334;-168.462;2;0.993876925
288;334;-168.442;2;0.771754976
286.030975;334;-168.031;2;0.834161134
286;334;-168.025;2;0.102335418
285.882721;334;-168;2;0.751035427
284;334;-166.661;2;0.068722689
283.541473;334;-166;2;0.124549525
282.505249;334;-164.505;2;0.579335197
282.154968;334;-164;2;0.174715249
282;334;-163.776;2;0.208164395
281.061737;334;-162;2;0.046868057
280;334;-160.772;2;0.815183104
279.459625;334;-160;2;0.925598394
278.201141;334;-158.201;2;0.436370502
278.142365;334;-158.117;2;0.615883239
278.066742;334;-158;2;0.815064841
278;334;-157.807;2;0.655457242
277.458038;334;-156;2;0.825038906
