,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1127896,4.0,3.9982905,2.9999998,2.999939,2.0000246,2.0,2.0,2.0,1.9999995,2.0,2.0,2.1468856,2.9901505,2.9999936,2.9997823,2.9999857,2.999739,2.9999175,2.9998071,2.9387653,2.0000005,1.9999995,1.0000005,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,3.9540505,2.998881,2.0000048,2.0,1.9999881,1.9999971,2.0,2.0,2.0,2.0087342,2.9907246,3.0000057,3.0019302,3.9922562,3.9988809,3.9999995,3.9999995,3.9999628,3.590004,3.002775,2.9999576,2.0,1.9999723,1.515161,1.0000005,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9998949,2.9987369,2.1711855,2.005394,2.0,1.7915995,1.0000825,1.0,1.0000086,1.9772706,1.9999986,2.0,2.867676,3.0003989,3.999992,4.0,3.9999998,4.0000134,4.0002456,4.0,4.0,3.9999938,3.2185853,3.0,2.1546514,2.0000026,2.0,2.0,1.9999881,1.9995489,1.024116,1.0000005,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0000005,2.0035343,2.0,1.993135,1.024116,1.0,1.0,1.0,1.0,1.0,1.0,1.0005088,1.9999995,2.0000262,3.0000057,4.0,4.015905,4.9989467,4.154651,4.0000005,4.0,3.988894,3.010459,3.0000117,3.0,2.9999998,2.9996867,2.9999928,2.9998393,2.9999948,2.999901,2.0072913,2.0,1.9999685,1.000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0020504,3.0000079,2.8531144,2.0,1.5603678,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.8372507,3.999978,4.0,4.0000987,4.0,3.9840956,3.0000014,2.9999688,2.6471725,2.9188287,2.9999962,3.0,3.000778,3.9188285,3.999978,4.0,4.0,3.9744148,3.0000052,2.3809996,2.0,1.1127901,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0433621,3.0000002,2.0578387,2.0,1.0064635,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0685916,2.0000002,3.0000002,3.9997692,3.9998074,3.0000203,2.3528273,2.0,2.0,2.0,2.0000231,2.9999223,3.0,3.0072908,4.0,4.0,4.6875362,4.8453484,4.0000005,4.0,3.9912658,2.9999352,2.0000002,1.9999933,1.0087342,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9999912,2.3256423,2.0,1.8288145,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.9888935,2.0000007,2.9232395,2.994606,2.0214195,2.0,1.9999938,1.9840956,1.9999876,2.0,2.9744143,3.0000026,3.0057294,3.9999986,4.000001,4.9831176,4.999122,4.000004,4.0,4.0,3.1323242,2.9987369,2.0,1.9994588,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.000003,2.0,1.9093075,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0000043,1.9999895,2.0,2.0,2.0,1.9992223,1.0858121,1.0026126,1.9970517,2.0,2.0612345,3.0000005,3.1394453,4.0,4.0,4.0004244,4.9232397,4.0,4.0,3.9999995,3.0255857,2.9999933,2.019019,2.0,2.0,1.28701,1.0000005,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.9635901,1.0003991,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.000143,1.7129903,1.1127901,1.0000877,1.0,1.0,1.0000205,1.9997687,2.0,2.0000005,2.9957633,3.0000002,3.999977,4.0,4.0,3.9999998,3.9999905,3.9999995,3.6045942,3.0000002,2.971209,2.0149825,2.000001,2.0,2.0,2.0,1.9999981,1.5453722,1.0000062,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0009327,1.9983907,1.9999995,2.0,2.0117924,2.9999928,3.027142,3.9999943,3.9999995,4.0,3.05462,3.0057294,3.0000007,2.604594,2.0000012,2.0,2.0,2.0,2.0,2.095821,2.9973881,2.0002048,2.0,2.0,2.0,1.0012627,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.000001,1.3528271,1.9999352,2.0,2.0,2.0000064,2.997225,3.0000262,3.9513164,3.9999518,2.9999998,2.999927,2.001263,2.0,2.0,1.9999804,1.9676156,1.9999933,2.0,2.000218,3.0,3.101207,3.179965,3.0000217,2.9999967,2.002612,2.0,1.9513168,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0057297,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0000014,1.0190187,1.9744143,1.9676156,2.0,2.0000026,2.999998,3.0082242,2.9232395,2.000161,2.0,1.9999995,1.7599864,1.0255857,1.0000477,1.2995825,1.9999886,2.0,3.0,4.0,4.0,4.0,4.0,3.9997692,3.0000002,2.028791,2.0,1.9676156,1.0000134,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9999976,1.008224,1.0000777,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0000062,1.9978213,2.0000374,2.961401,2.0,2.0,1.9998393,1.0343409,1.0,1.000001,1.0,1.0024586,1.9831176,2.0,2.9999888,3.9999995,4.0000935,4.6190004,4.7915998,4.2747583,4.0,3.9931345,2.9999995,2.1711855,2.0,2.0,1.9954996,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,1.9999647,1.0323844,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.515161,1.9772706,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0000424,1.9993515,2.0,2.9999998,3.9999952,4.0000052,4.1323237,4.9785805,4.999998,4.8453484,4.0,3.9999952,3.8605547,3.001342,2.9999995,2.0255857,2.0,2.0,1.0159044,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.9999819,1.9997544,1.9946055,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0002952,1.9999986,2.0000374,3.0000072,3.9999976,4.0000005,4.3954062,4.993536,4.987479,4.2747583,4.0005407,4.000051,4.0000005,4.0,3.9999971,3.9996243,3.6190004,3.0000005,2.1127899,2.0,1.9993515,1.0000005,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9387653,2.0000002,1.999999,1.2185845,1.0000162,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0027752,1.9999976,2.000933,3.0000002,3.998485,4.0,4.000218,4.025586,4.0002456,4.002178,4.0271425,4.9867067,4.92743,4.6045938,4.0098495,4.000016,4.0001817,4.0,3.9850178,2.9999998,2.9999492,2.0001187,1.9999986,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0008783,3.0000079,2.9998949,2.00171,2.0,1.918829,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0013418,2.0,2.0227287,2.9999998,3.0323846,3.9999905,4.0,4.0,4.0,4.0,4.0000877,4.0132933,4.9998293,5.0,5.0,5.0,5.0,4.998737,4.024116,4.0,3.9999704,3.9990673,2.9968684,1.9999995,1.0004787,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,
27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9999995,3.9999857,3.0000064,3.0000153,2.9999986,2.000001,2.0,1.935184,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0000086,1.9999971,2.0000036,2.9973881,3.0000005,3.020184,3.9981833,4.0,3.9999995,4.0,4.0,4.000017,4.9998884,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.012521,4.0019298,3.996673,2.9999313,2.0,1.9973884,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,
28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,5.0,4.0,4.0,3.6332002,3.0,2.9995759,2.000001,1.9232392,1.0015144,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0000005,1.9991221,2.0,2.0117924,2.9927084,3.0000005,3.0068655,3.179965,3.8605547,4.0,4.0,4.0,4.999995,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.9999995,4.000509,3.9999647,3.0000005,2.92743,2.0,1.0000019,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,
29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.999943,5.0,5.0,4.9999943,4.000002,3.9990673,3.0,2.0082242,2.0,1.6332002,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.3954062,1.9999995,2.0,2.0001814,2.9993515,3.000001,3.0000162,3.0064638,3.9694633,3.9999995,4.0,4.00171,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.9999924,4.0000043,3.9999986,3.9970517,3.0,2.000002,1.9999857,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,
30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,5.0,5.0,5.0,5.0,4.996673,3.999998,2.9999998,2.000099,1.9999995,1.0000076,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0001817,1.9999995,2.000001,2.8014305,2.9999976,2.9999998,3.0,3.8931398,3.9999995,4.0,4.0000024,4.999997,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.9141874,4.0,4.0,4.0,2.9999998,2.000073,2.0,1.0021782,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,
31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,5.0,5.0,5.0,5.0,4.999935,4.0000825,4.0,3.0002778,2.0271423,1.9995489,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2995825,2.0,2.770877,2.994606,2.9995759,3.0,3.2185853,4.0,4.0,4.0,4.998485,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.999988,4.6190004,4.0006485,4.0,3.9635901,3.0000014,2.1985695,2.0000277,2.0,2.0,1.9999781,1.5453722,1.5900037,1.0001612,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,
32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,5.0,5.0,5.0,5.0,5.0,4.999999,4.000057,4.0,3.9809809,2.9999912,2.0,1.0000014,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0287905,2.0,2.0001187,2.038599,2.999927,3.0000005,3.8109078,3.9999223,3.9999938,3.9999995,4.0000005,4.9907246,4.999874,4.9999743,5.0,5.0,5.0,5.0,4.9999924,5.0,5.0,5.0,4.0725703,4.0,3.9999995,3.993536,3.0000038,3.0000026,2.9999175,2.971209,2.0612345,2.9566376,2.7371635,2.0000007,2.0,1.9999909,1.0000048,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,
