X,Y,Z,formation
586789.83,5247986.7,1534,Garschella
584939.86,5243812.63,1563,Garschella
585068.97,5244108.96,1627,Garschella
585270.06,5244557.69,1602,Garschella
585337.79,5244705.86,1551,Garschella
585399.17,5244851.91,1546,Garschella
585509.24,5245093.21,1620,Garschella
585530.41,5245154.59,1642,Garschella
585663.76,5245453.05,1617,Garschella
585864.84,5245897.55,1567,Garschella
587091.32,5244653.96,1170,Garschella
587202.44,5244738.1,1200,Garschella
587612.65,5245030.52,1139,Garschella
588053.98,5245343.26,1048,Garschella
588566.9,5245775.95,1123,Garschella
588674.19,5245957.16,1122,Garschella
588928.19,5246386.84,889,Garschella
589091.18,5246657.78,998,Garschella
589311.05,5247024.75,1142,Garschella
585474.28,5243508.74,1279,Garschella
585717.17,5243683.37,1313,Garschella
585861.64,5243781.79,1286,Garschella
586009.27,5243888.15,1265,Garschella
586209.3,5244032.62,1277,Garschella
586359.48,5244139.61,1290,Garschella
586735.71,5244404.73,1214,Garschella
586913.51,5244531.73,1171,Garschella
586970.66,5244573,1154,Garschella
586424.95,5245283.43,1394,Garschella
586583.17,5245906.26,1361,Garschella
586134.43,5245360.16,1483,Garschella
585600.97,5249606.84,1175,Garschella
584434.29,5248107.84,2114,Garschella
584264.95,5247886.91,2153,Garschella
583991.77,5247537,1930,Garschella
583922.98,5247453.66,1874,Garschella
585452.8,5249413.7,1327,Garschella
585386.66,5249331.67,1397,Garschella
585208.06,5249098.84,1296,Garschella
585107.52,5248973.16,1736,Garschella
584992.56,5248822.22,1789,Garschella
584844.39,5248634.36,1768,Garschella
584680.35,5248421.37,1663,Garschella
584566.58,5248274.53,1575,Garschella
583905.77,5247005.54,1721,Schrattenkalk
584124.05,5247498.33,1843,Schrattenkalk
584300.07,5247880.64,2032,Schrattenkalk
584336.58,5247963.19,2027,Schrattenkalk
584448.83,5248234.2,1475,Schrattenkalk
584508.03,5248353.39,1428,Schrattenkalk
583037.05,5245032.5,2055,Schrattenkalk
583122.78,5245230.93,2086,Schrattenkalk
583145.82,5245276.48,2076,Schrattenkalk
583199.8,5245400.31,2020,Schrattenkalk
583253.77,5245525.72,1986,Schrattenkalk
583309.33,5245647.96,1918,Schrattenkalk
583362.38,5245773.9,1897,Schrattenkalk
583580.67,5246263.38,1839,Schrattenkalk
583852.86,5246876.55,1736,Schrattenkalk
585012.24,5246740.69,1611,Schrattenkalk
585124.87,5247107.74,1742,Schrattenkalk
585262.45,5247610.45,1900,Schrattenkalk
585325.95,5247845.93,1920,Schrattenkalk
585389.45,5248082.34,1447,Schrattenkalk
585405.33,5248139.22,1482,Schrattenkalk
585459.57,5248344.28,1630,Schrattenkalk
584034.87,5244510.77,1871,Schrattenkalk
584156.57,5244792.56,1985,Schrattenkalk
584230.66,5244957.92,1868,Schrattenkalk
584276.96,5245069.05,1711,Schrattenkalk
584400.65,5245345.8,1742,Schrattenkalk
584583.22,5245766.49,1782,Schrattenkalk
584608.35,5245820.73,1766,Schrattenkalk
584766.18,5246179.77,1660,Schrattenkalk
584926.25,5246546.22,1545,Schrattenkalk
585983.37,5246166.36,1372,Schrattenkalk
586034.17,5246282.78,1366,Schrattenkalk
586127.31,5246492.33,1441,Schrattenkalk
586192.92,5246644.73,1445,Schrattenkalk
586260.66,5246797.13,1502,Schrattenkalk
586482.91,5247298.78,1603,Schrattenkalk
586525.24,5247387.68,1615,Schrattenkalk
586618.38,5247597.23,1488,Schrattenkalk
586749.61,5247893.57,1395,Schrattenkalk
586789.83,5247986.7,1408,Schrattenkalk
584939.86,5243812.63,1438,Schrattenkalk
585068.97,5244108.96,1487,Schrattenkalk
585270.06,5244557.69,1482,Schrattenkalk
585337.79,5244705.86,1421,Schrattenkalk
585399.17,5244851.91,1435,Schrattenkalk
585509.24,5245093.21,1514,Schrattenkalk
585530.41,5245154.59,1541,Schrattenkalk
585663.76,5245453.05,1516,Schrattenkalk
585864.84,5245897.55,1441,Schrattenkalk
587091.32,5244653.96,1065,Schrattenkalk
587202.44,5244738.1,1095,Schrattenkalk
587612.65,5245030.52,1034,Schrattenkalk
588053.98,5245343.26,943,Schrattenkalk
588566.9,5245775.95,1013,Schrattenkalk
588674.19,5245957.16,1002,Schrattenkalk
588928.19,5246386.84,789,Schrattenkalk
589091.18,5246657.78,888,Schrattenkalk
589311.05,5247024.75,1037,Schrattenkalk
585474.28,5243508.74,1179,Schrattenkalk
585717.17,5243683.37,1207,Schrattenkalk
585861.64,5243781.79,1170,Schrattenkalk
586009.27,5243888.15,1139,Schrattenkalk
586209.3,5244032.62,1171,Schrattenkalk
586359.48,5244139.61,1184,Schrattenkalk
586735.71,5244404.73,1108,Schrattenkalk
586913.51,5244531.73,1041,Schrattenkalk
586970.66,5244573,1044,Schrattenkalk
584434.29,5248107.84,2009,Schrattenkalk
584264.95,5247886.91,2073,Schrattenkalk
583991.77,5247537,1839,Schrattenkalk
583922.98,5247453.66,1833,Schrattenkalk
585452.8,5249413.7,1197,Schrattenkalk
585386.66,5249331.67,1256,Schrattenkalk
585208.06,5249098.84,1171,Schrattenkalk
585107.52,5248973.16,1201,Schrattenkalk
584992.56,5248822.22,1669,Schrattenkalk
584844.39,5248634.36,1627,Schrattenkalk
584680.35,5248421.37,1518,Schrattenkalk
584566.58,5248274.53,1440,Schrattenkalk
