X,Y,Z,formation
0,100,50,a
50,100,25,a
0,100,75,b
50,100,50,b
0,100,100,c
50,100,75,c
0,100,125,d
50,100,100,d
0,100,150,e
50,100,125,e
0,100,175,f
50,100,150,f
0,100,200,g
50,100,175,g
0,100,225,h
50,100,200,h
0,100,250,i
50,100,225,i
0,100,275,j
50,100,250,j
100,100,50,a
150,100,25,a
100,100,75,b
150,100,50,b
100,100,100,c
150,100,75,c
100,100,125,d
150,100,100,d
100,100,150,e
150,100,125,e
100,100,175,f
150,100,150,f
100,100,200,g
150,100,175,g
100,100,225,h
150,100,200,h
100,100,250,i
150,100,225,i
100,100,275,j
150,100,250,j
200,100,50,a
250,100,25,a
200,100,75,b
250,100,50,b
200,100,100,c
250,100,75,c
200,100,125,d
250,100,100,d
200,100,150,e
250,100,125,e
200,100,175,f
250,100,150,f
200,100,200,g
250,100,175,g
200,100,225,h
250,100,200,h
200,100,250,i
250,100,225,i
200,100,275,j
250,100,250,j
300,100,50,a
350,100,25,a
300,100,75,b
350,100,50,b
300,100,100,c
350,100,75,c
300,100,125,d
350,100,100,d
300,100,150,e
350,100,125,e
300,100,175,f
350,100,150,f
300,100,200,g
350,100,175,g
300,100,225,h
350,100,200,h
300,100,250,i
350,100,225,i
300,100,275,j
350,100,250,j
400,100,50,a
400,100,75,b
400,100,100,c
400,100,125,d
400,100,150,e
400,100,175,f
400,100,200,g
400,100,225,h
400,100,250,i
400,100,275,j
0,200,50,a
50,200,25,a
0,200,75,b
50,200,50,b
0,200,100,c
50,200,75,c
0,200,125,d
50,200,100,d
0,200,150,e
50,200,125,e
0,200,175,f
50,200,150,f
0,200,200,g
50,200,175,g
0,200,225,h
50,200,200,h
0,200,250,i
50,200,225,i
0,200,275,j
50,200,250,j
0,200,50,a
50,200,25,a
0,200,75,b
50,200,50,b
0,200,100,c
50,200,75,c
0,200,125,d
50,200,100,d
0,200,150,e
50,200,125,e
0,200,175,f
50,200,150,f
0,200,200,g
50,200,175,g
0,200,225,h
50,200,200,h
0,200,250,i
50,200,225,i
0,200,275,j
50,200,250,j
100,200,50,a
150,200,25,a
100,200,75,b
150,200,50,b
100,200,100,c
150,200,75,c
100,200,125,d
150,200,100,d
100,200,150,e
150,200,125,e
100,200,175,f
150,200,150,f
100,200,200,g
150,200,175,g
100,200,225,h
150,200,200,h
100,200,250,i
150,200,225,i
100,200,275,j
150,200,250,j
200,200,50,a
250,200,25,a
200,200,75,b
250,200,50,b
200,200,100,c
250,200,75,c
200,200,125,d
250,200,100,d
200,200,150,e
250,200,125,e
200,200,175,f
250,200,150,f
200,200,200,g
250,200,175,g
200,200,225,h
250,200,200,h
200,200,250,i
250,200,225,i
200,200,275,j
250,200,250,j
300,200,50,a
350,200,25,a
300,200,75,b
350,200,50,b
300,200,100,c
350,200,75,c
300,200,125,d
350,200,100,d
300,200,150,e
350,200,125,e
300,200,175,f
350,200,150,f
300,200,200,g
350,200,175,g
300,200,225,h
350,200,200,h
300,200,250,i
350,200,225,i
300,200,275,j
350,200,250,j
400,200,50,a
400,200,75,b
400,200,100,c
400,200,125,d
400,200,150,e
400,200,175,f
400,200,200,g
400,200,225,h
400,200,250,i
400,200,275,j
0,300,50,a
50,300,25,a
0,300,75,b
50,300,50,b
0,300,100,c
50,300,75,c
0,300,125,d
50,300,100,d
0,300,150,e
50,300,125,e
0,300,175,f
50,300,150,f
0,300,200,g
50,300,175,g
0,300,225,h
50,300,200,h
0,300,250,i
50,300,225,i
0,300,275,j
50,300,250,j
0,300,50,a
50,300,25,a
0,300,75,b
50,300,50,b
0,300,100,c
50,300,75,c
0,300,125,d
50,300,100,d
0,300,150,e
50,300,125,e
0,300,175,f
50,300,150,f
0,300,200,g
50,300,175,g
0,300,225,h
50,300,200,h
0,300,250,i
50,300,225,i
0,300,275,j
50,300,250,j
100,300,50,a
150,300,25,a
100,300,75,b
150,300,50,b
100,300,100,c
150,300,75,c
100,300,125,d
150,300,100,d
100,300,150,e
150,300,125,e
100,300,175,f
150,300,150,f
100,300,200,g
150,300,175,g
100,300,225,h
150,300,200,h
100,300,250,i
150,300,225,i
100,300,275,j
150,300,250,j
200,300,50,a
250,300,25,a
200,300,75,b
250,300,50,b
200,300,100,c
250,300,75,c
200,300,125,d
250,300,100,d
200,300,150,e
250,300,125,e
200,300,175,f
250,300,150,f
200,300,200,g
250,300,175,g
200,300,225,h
250,300,200,h
200,300,250,i
250,300,225,i
200,300,275,j
250,300,250,j
300,300,50,a
350,300,25,a
300,300,75,b
350,300,50,b
300,300,100,c
350,300,75,c
300,300,125,d
350,300,100,d
300,300,150,e
350,300,125,e
300,300,175,f
350,300,150,f
300,300,200,g
350,300,175,g
300,300,225,h
350,300,200,h
300,300,250,i
350,300,225,i
300,300,275,j
350,300,250,j
400,300,50,a
400,300,75,b
400,300,100,c
400,300,125,d
400,300,150,e
400,300,175,f
400,300,200,g
400,300,225,h
400,300,250,i
400,300,275,j
0,400,50,a
50,400,25,a
0,400,75,b
50,400,50,b
0,400,100,c
50,400,75,c
0,400,125,d
50,400,100,d
0,400,150,e
50,400,125,e
0,400,175,f
50,400,150,f
0,400,200,g
50,400,175,g
0,400,225,h
50,400,200,h
0,400,250,i
50,400,225,i
0,400,275,j
50,400,250,j
0,400,50,a
50,400,25,a
0,400,75,b
50,400,50,b
0,400,100,c
50,400,75,c
0,400,125,d
50,400,100,d
0,400,150,e
50,400,125,e
0,400,175,f
50,400,150,f
0,400,200,g
50,400,175,g
0,400,225,h
50,400,200,h
0,400,250,i
50,400,225,i
0,400,275,j
50,400,250,j
100,400,50,a
150,400,25,a
100,400,75,b
150,400,50,b
100,400,100,c
150,400,75,c
100,400,125,d
150,400,100,d
100,400,150,e
150,400,125,e
100,400,175,f
150,400,150,f
100,400,200,g
150,400,175,g
100,400,225,h
150,400,200,h
100,400,250,i
150,400,225,i
100,400,275,j
150,400,250,j
200,400,50,a
250,400,25,a
200,400,75,b
250,400,50,b
200,400,100,c
250,400,75,c
200,400,125,d
250,400,100,d
200,400,150,e
250,400,125,e
200,400,175,f
250,400,150,f
200,400,200,g
250,400,175,g
200,400,225,h
250,400,200,h
200,400,250,i
250,400,225,i
200,400,275,j
250,400,250,j
300,400,50,a
350,400,25,a
300,400,75,b
350,400,50,b
300,400,100,c
350,400,75,c
300,400,125,d
350,400,100,d
300,400,150,e
350,400,125,e
300,400,175,f
350,400,150,f
300,400,200,g
350,400,175,g
300,400,225,h
350,400,200,h
300,400,250,i
350,400,225,i
300,400,275,j
350,400,250,j
400,400,50,a
400,400,75,b
400,400,100,c
400,400,125,d
400,400,150,e
400,400,175,f
400,400,200,g
400,400,225,h
400,400,250,i
400,400,275,j
