,X,Y,Z,X_r,Y_r,Z_r,surface,series,id,order_series,smooth
21,800,1500,400,0.4869421052631579,0.631678947368421,0.36852105263157897,Sandstone_1,Strat_Series,5,2,1e-08
22,800,1700,300,0.4869421052631579,0.6843105263157895,0.34220526315789473,Sandstone_1,Strat_Series,5,2,1e-08
23,800,1950,350,0.4869421052631579,0.7501,0.3553631578947368,Sandstone_1,Strat_Series,5,2,1e-08
24,0,1000,800,0.27641578947368417,0.5001,0.4737842105263158,Sandstone_1,Strat_Series,5,2,1e-08
25,300,1000,700,0.3553631578947368,0.5001,0.44746842105263157,Sandstone_1,Strat_Series,5,2,1e-08
26,1100,1000,600,0.5658894736842105,0.5001,0.42115263157894733,Sandstone_1,Strat_Series,5,2,1e-08
27,1400,1000,550,0.6448368421052632,0.5001,0.40799473684210524,Sandstone_1,Strat_Series,5,2,1e-08
28,1700,1000,600,0.7237842105263158,0.5001,0.42115263157894733,Sandstone_1,Strat_Series,5,2,1e-08
29,1500,500,500,0.6711526315789473,0.36852105263157897,0.39483684210526315,Sandstone_1,Strat_Series,5,2,1e-08
30,1500,1500,450,0.6711526315789473,0.631678947368421,0.38167894736842106,Sandstone_1,Strat_Series,5,2,1e-08
