X,Y,Z,X_r,Y_r,Z_r,formation,series,id,order_series,smooth
734994.57,1914860.35,319.97495499999997,0.3897121982427779,0.4127328129247005,0.49033663814443895,TRIAS,Trias_Series,4,4,1e-08
734969.6,1914830.89,312.390252,0.3889824103284407,0.41187179762808296,0.4901149631511172,TRIAS,Trias_Series,4,4,1e-08
735293.07,1915162.86,383.20226,0.3984363349039675,0.4215741482056941,0.4921845565683543,TRIAS,Trias_Series,4,4,1e-08
736383.76,1914654.5,285.911443,0.4303134826928903,0.4067165196861522,0.4893410778970417,TRIAS,Trias_Series,4,4,1e-08
744631.28,1915597.24,237.51625099999998,0.6713603557109633,0.4342695937095017,0.4879266515360618,TRIAS,Trias_Series,4,4,1e-08
743326.24,1917494.53,284.65094,0.6332184886814182,0.4897209077661475,0.4893042376945833,TRIAS,Trias_Series,4,4,1e-08
743962.83,1917976.36,380.284645,0.6518238426417077,0.5038031548933222,0.49209928463540703,TRIAS,Trias_Series,4,4,1e-08
744599.59,1917804.1,378.553655,0.6704341651220399,0.4987685827618093,0.4920486937030146,TRIAS,Trias_Series,4,4,1e-08
744779.37,1917816.16,352.115701,0.6756885211989208,0.4991210554188693,0.4912760025012114,TRIAS,Trias_Series,4,4,1e-08
743882.54,1918004.3,354.08227,0.649477239852675,0.5046197457754433,0.4913334786040913,TRIAS,Trias_Series,4,4,1e-08
744383.16,1917954.25,404.866132,0.6641086545773809,0.5031569550220331,0.4928177176401751,TRIAS,Trias_Series,4,4,1e-08
742547.93,1917432.62,258.595194,0.6104711426017868,0.4879114896733719,0.4885427171287098,TRIAS,Trias_Series,4,4,1e-08
744897.72,1915938.38,216.479536,0.6791474879454922,0.44423995210346257,0.4873118201237921,TRIAS,Trias_Series,4,4,1e-08
742951.88,1917594.1,297.1717470000001,0.6222772230181591,0.4926309991810729,0.489670178168206,TRIAS,Trias_Series,4,4,1e-08
742988.98,1917578.29,294.372889,0.6233615294507552,0.4921689268172072,0.4895883770972269,TRIAS,Trias_Series,4,4,1e-08
743621.68,1917245.1,310.120003,0.6418531919818616,0.4824309198016585,0.4900486115178478,TRIAS,Trias_Series,4,4,1e-08
743554.29,1916129.0,333.121762,0.6398836121842144,0.44981112439946574,0.4907208744624499,TRIAS,Trias_Series,4,4,1e-08
744213.33,1917981.47,417.092773,0.6591451030558718,0.5039525027604497,0.4931750606451711,TRIAS,Trias_Series,4,4,1e-08
744096.32,1916643.18,252.89897799999997,0.6557252999378622,0.4648388516639546,0.4883762361677863,TRIAS,Trias_Series,4,4,1e-08
740283.5,1922177.04,318.029812,0.5442895788507045,0.6265747005882149,0.4902797882504438,TRIAS,Trias_Series,4,4,1e-08
740026.49,1919226.66,393.828972,0.5367780533455372,0.5403451584694822,0.4924951391068705,TRIAS,Trias_Series,4,4,1e-08
740198.96,1921924.73,340.36240899999996,0.5418187630606298,0.6192005400489008,0.4909324938726457,TRIAS,Trias_Series,4,4,1e-08
740622.56,1920430.02,263.877564,0.5541991459406322,0.5755152659824136,0.4886971027828973,LIAS,Trias_Series,5,4,1e-08
742338.68,1916021.86,279.577625,0.6043554789624102,0.446679787709754,0.4891559620048504,LIAS,Trias_Series,5,4,1e-08
742962.41,1915754.07,338.8456970000001,0.6225849789948511,0.4388531995807747,0.4908881655551795,LIAS,Trias_Series,5,4,1e-08
740250.38,1915746.79,361.170595,0.5433215942402569,0.43864043001664177,0.4915406461618767,LIAS,Trias_Series,5,4,1e-08
740575.99,1916712.63,382.096377,0.5528380637151308,0.4668686382338682,0.4921522353810066,LIAS,Trias_Series,5,4,1e-08
741692.4,1917804.23,322.012201,0.5854669193597506,0.4987723822183084,0.4903961798949129,LIAS,Trias_Series,5,4,1e-08
740279.61,1915964.2,388.697682,0.544175887421518,0.4449945826180103,0.4923451690056705,LIAS,Trias_Series,5,4,1e-08
740685.57,1916842.12,373.177158,0.5560407132807348,0.4706531891761107,0.4918915570377333,LIAS,Trias_Series,5,4,1e-08
737998.2,1914565.78,479.27601,0.477498056198051,0.4041235367562343,0.4949924645233055,LIAS,Trias_Series,5,4,1e-08
737647.22,1914948.76,463.56652199999996,0.4672401081734474,0.4153167356121882,0.4945333297823028,LIAS,Trias_Series,5,4,1e-08
739044.73,1912441.1,408.556167,0.5080845578397094,0.34202638874519303,0.4929255647745958,LIAS,Trias_Series,5,4,1e-08
737202.17,1914649.25,424.31333499999994,0.4542328149705602,0.4065630800966338,0.4933860930393372,LIAS,Trias_Series,5,4,1e-08
736756.84,1914346.68,428.446007,0.4412173383228945,0.39771999122032986,0.4935068769432028,LIAS,Trias_Series,5,4,1e-08
743818.75,1912418.6,240.5518,0.6476128757735541,0.34136879050439983,0.4880153702774948,LIAS,Trias_Series,5,4,1e-08
745077.89,1917580.22,351.885855,0.6844132423918805,0.4922253341329712,0.4912692848867557,LIAS,Trias_Series,5,4,1e-08
744927.29,1917531.94,388.405188,0.6800117181668388,0.4908142744411706,0.4923366204038998,LIAS,Trias_Series,5,4,1e-08
743989.37,1915728.65,391.690452,0.6525995162999598,0.4381102597016162,0.4924326374628749,LIAS,Trias_Series,5,4,1e-08
744823.69,1917585.15,383.714198,0.6769838436003394,0.4923694212141742,0.4921995187696074,LIAS,Trias_Series,5,4,1e-08
744751.75,1917543.75,427.77315300000004,0.6748812828251116,0.4911594404511174,0.4934872117162379,LIAS,Trias_Series,5,4,1e-08
743488.53,1915920.13,391.063561,0.6379616717257893,0.4437065668637081,0.4924143155775963,LIAS,Trias_Series,5,4,1e-08
744698.22,1915505.99,251.51053100000001,0.6733167835437925,0.4316026675107293,0.4883356565986914,LIAS,Trias_Series,5,4,1e-08
743849.68,1915939.44,391.370157,0.6485168541552326,0.4442709322872527,0.4924232763327178,LIAS,Trias_Series,5,4,1e-08
743278.24,1917818.27,366.70364700000016,0.6318156124343927,0.4991827235205644,0.4917023583957175,LIAS,Trias_Series,5,4,1e-08
742583.28,1917715.36,311.579231,0.6115043025045434,0.4961750153001212,0.4900912597741018,LIAS,Trias_Series,5,4,1e-08
744683.28,1916855.67,306.412791,0.6728801383119075,0.4710492094500052,0.4899402623583168,LIAS,Trias_Series,5,4,1e-08
744517.55,1917008.18,344.409197,0.6680364158031679,0.4755065564590441,0.4910507676801863,LIAS,Trias_Series,5,4,1e-08
743775.88,1917781.2,384.146673,0.6463599319254296,0.4980992938856201,0.4922121585384601,LIAS,Trias_Series,5,4,1e-08
741032.89,1918012.0,293.501641,0.5661916919915052,0.5048447905067356,0.4895629134904672,LIAS,Trias_Series,5,4,1e-08
741563.92,1918256.34,385.419706,0.5817118872718796,0.5119860151358673,0.4922493649500722,LIAS,Trias_Series,5,4,1e-08
742691.39,1920626.2,190.941086,0.614663988985083,0.5812489381103587,0.4865654183552328,LIAS,Trias_Series,5,4,1e-08
742677.48,1920258.21,249.220857,0.6142574471393295,0.5704938458157153,0.4882687372389408,LIAS,Trias_Series,5,4,1e-08
738269.72,1921452.93,445.53063899999995,0.4854336595020589,0.6054114356041783,0.4940062024519938,CARBO,Carbon_Series,6,5,1e-08
738303.67,1921808.49,356.782866,0.4864259021809467,0.6158032414040211,0.4914124078120333,CARBO,Carbon_Series,6,5,1e-08
738748.69,1922490.64,290.2778600000001,0.4994323185861787,0.6357401587354439,0.4894686933698314,CARBO,Carbon_Series,6,5,1e-08
739081.0,1923227.79,190.943769,0.5091446062038686,0.6572845384332567,0.4865654967701697,CARBO,Carbon_Series,6,5,1e-08
738610.18,1920687.66,450.18432800000005,0.4953841438158591,0.5830452042383198,0.4941422139053093,CARBO,Carbon_Series,6,5,1e-08
738215.08,1920369.15,495.88862400000005,0.4838367187075279,0.5737362435416512,0.4954779945562556,CARBO,Carbon_Series,6,5,1e-08
738756.07,1921036.97,322.8385990000001,0.4996480108091591,0.5932543438601645,0.4904203326891793,CARBO,Carbon_Series,6,5,1e-08
739495.68,1918476.01,301.097111,0.5212642879146309,0.5184062198272003,0.489784903166467,CARBO,Carbon_Series,6,5,1e-08
739360.42,1918338.41,332.001554,0.5173110995568667,0.5143846412523911,0.4906881346042223,CARBO,Carbon_Series,6,5,1e-08
740287.77,1917340.35,309.376807,0.5444143763835133,0.4852147523543497,0.4900268904341961,CARBO,Carbon_Series,6,5,1e-08
739371.21,1915126.02,362.180369,0.5176264544465604,0.4204974406860996,0.4915701584110322,CARBO,Carbon_Series,6,5,1e-08
740150.49,1916464.03,470.111993,0.5404021503170197,0.4596029083378195,0.4947246315696256,CARBO,Carbon_Series,6,5,1e-08
739938.44,1915893.33,360.803356,0.5342046522298985,0.4429232942924577,0.4915299130187501,CARBO,Carbon_Series,6,5,1e-08
739566.06,1918295.28,280.233682,0.5233212552118321,0.5131240984912651,0.4891751363128086,CARBO,Carbon_Series,6,5,1e-08
739406.24,1915202.86,344.144319,0.518650261841005,0.4227432117448819,0.4910430261998829,CARBO,Carbon_Series,6,5,1e-08
739377.5,1915006.14,349.567567,0.5178102896880987,0.4169937572591499,0.4912015292374023,CARBO,Carbon_Series,6,5,1e-08
740098.4,1915742.07,339.35886,0.5388797373231132,0.4385024805190184,0.4909031635590035,CARBO,Carbon_Series,6,5,1e-08
732766.89,1916821.87,275.938602,0.3246047116183279,0.4700613507593968,0.4890496057771613,CARBO,Carbon_Series,6,5,1e-08
732562.65,1915888.73,238.175373,0.3186354731872348,0.4427888519854483,0.4879459154235137,CARBO,Carbon_Series,6,5,1e-08
732723.16,1918021.2,409.60850600000003,0.32332663290411123,0.5051136751207475,0.4929563210534899,CARBO,Carbon_Series,6,5,1e-08
732676.24,1921256.41,467.96727000000004,0.3219553213726426,0.5996678264361477,0.4946619486331016,CARBO,Carbon_Series,6,5,1e-08
732750.45,1919560.2,561.168737,0.32412422650371986,0.5500933947910015,0.4973859095548148,CARBO,Carbon_Series,6,5,1e-08
732720.18,1920848.75,573.946948,0.32323953767044233,0.5877533153765168,0.4977593730692185,CARBO,Carbon_Series,6,5,1e-08
736848.7,1920059.05,378.13127099999997,0.4439020927406391,0.5646730784541012,0.4920363488596662,CARBO,Carbon_Series,6,5,1e-08
732632.45,1918000.37,418.83802599999996,0.3206754890631156,0.50450488528272,0.4932260684363951,CARBO,Carbon_Series,6,5,1e-08
733045.34,1919166.4,509.82800999999995,0.3327428551804982,0.5385839642476954,0.4958853952545373,CARBO,Carbon_Series,6,5,1e-08
737317.64,1918964.09,469.96870599999994,0.45760760914231,0.532671133132373,0.4947204437794421,CARBO,Carbon_Series,6,5,1e-08
736114.5,1921563.35,596.432678,0.4224439314788467,0.6086386355041111,0.4984165542465941,CARBO,Carbon_Series,6,5,1e-08
739398.95,1918627.46,295.403237,0.5184372000109869,0.522832586652449,0.4896184906542138,CARBO,Carbon_Series,6,5,1e-08
739464.03,1918899.48,262.882472,0.5203392663892478,0.5307828032506968,0.4886680196385138,CARBO,Carbon_Series,6,5,1e-08
738860.01,1921160.75,292.738664,0.5026858224157406,0.5968720109821822,0.4895406142756686,CARBO,Carbon_Series,6,5,1e-08
738164.28,1920367.57,499.65459000000004,0.4823520080127613,0.5736900655318579,0.4955880608947662,CARBO,Carbon_Series,6,5,1e-08
738992.27,1923206.11,192.8737,0.5065513310080656,0.6566509059950187,0.4866219020693009,CARBO,Carbon_Series,6,5,1e-08
