,X,Y,Z,X_r,Y_r,Z_r,surface,series,id,order_series,smooth
4,721933.375,6884591.5,496.66929500000003,0.507856272973446,0.4084301586647859,0.5458979007650093,SimpleMafic2,BIF_Series,2,2,1e-06
5,724251.0,6886909.0,484.550926,0.5317190552186403,0.4322916538821906,0.5457731273436776,SimpleMafic2,BIF_Series,2,2,1e-06
6,727316.313,6886460.5,478.25442300000003,0.5632801993348637,0.42767379817345014,0.5457082971489761,SimpleMafic2,BIF_Series,2,2,1e-06
7,729858.25,6887133.5,484.25957400000004,0.5894525478002121,0.4346031557921399,0.5457701275187133,SimpleMafic2,BIF_Series,2,2,1e-06
8,732699.25,6885040.0,494.52648099999993,0.6187041154000597,0.41304801437352634,0.5458758378756834,SimpleMafic2,BIF_Series,2,2,1e-06
9,716849.5,6887358.0,508.98189400000007,0.45551156574652757,0.4369146577020891,0.5460246740216015,SimpleMafic2,BIF_Series,2,2,1e-06
10,719017.625,6892217.5,508.179387,0.477835062755475,0.4869491500468478,0.5460164112311193,SimpleMafic2,BIF_Series,2,2,1e-06
11,739179.440691,6891935.513181,-552.591309,0.685425599404878,0.4840457510682332,0.535094480318771,SimpleBIF,BIF_Series,3,2,1e-06
12,735564.599804,6891936.415425,-2652.196309,0.6482063939952432,0.4840550407730381,0.5134764804629182,SimpleBIF,BIF_Series,3,2,1e-06
13,730009.0099770001,6891937.802069,-2088.409309,0.5910048060397647,0.48406931796793723,0.519281356753807,SimpleBIF,BIF_Series,3,2,1e-06
14,718795.791326,6891940.600826,-2773.169309,0.47555101393078886,0.4840981345922167,0.5122309155606808,SimpleBIF,BIF_Series,3,2,1e-06
15,724143.38616,6891939.266096001,-5569.907309,0.5306110391977182,0.48408439191541197,0.48343507935298535,SimpleBIF,BIF_Series,3,2,1e-06
16,723877.188,6899768.5,529.1521690000001,0.5278702037622393,0.5646959247552072,0.546232351657177,SimpleBIF,BIF_Series,3,2,1e-06
17,732998.313,6898049.0,521.619609,0.6217833345345589,0.5469915704827899,0.5461547947448081,SimpleBIF,BIF_Series,3,2,1e-06
18,743689.438,6891769.0,512.811278,0.7318615343430492,0.48233129433810734,0.546064102210599,SimpleBIF,BIF_Series,3,2,1e-06
19,712961.813,6882722.5,547.826016,0.4154830760993788,0.3891865191561216,0.5464246217373845,SimpleBIF,BIF_Series,3,2,1e-06
20,716284.875,6891346.5,515.58686,0.4496980612213379,0.4779811404095837,0.5460926802199273,SimpleBIF,BIF_Series,3,2,1e-06
21,718942.875,6897600.5,538.490136,0.4770654201373516,0.5423737147740494,0.5463284974413888,SimpleBIF,BIF_Series,3,2,1e-06
22,722157.625,6882947.0,481.747055,0.5101652008278162,0.39149802106607084,0.5457442580645161,SimpleBIF,BIF_Series,3,2,1e-06
23,723952.0,6885488.5,480.122832,0.5286404847461467,0.4176658700822668,0.5457275347034173,SimpleBIF,BIF_Series,3,2,1e-06
24,728736.813,6885488.5,477.929009,0.5779059831347875,0.4176658700822668,0.5457049466140873,SimpleBIF,BIF_Series,3,2,1e-06
25,738829.813,6878087.0,470.08143099999995,0.6818257549705009,0.3414583806101541,0.5456241462063569,SimpleBIF,BIF_Series,3,2,1e-06
26,715522.708428,6891941.417769,-2810.185309,0.4418506247541775,0.48410654601896497,0.5118497905954306,SimpleMafic1,SimpleMafic_Series,4,3,1e-06
27,722100.017223,6891939.776110001,-5640.110309000001,0.5095720583486912,0.4840896431329439,0.48271225365773296,SimpleMafic1,SimpleMafic_Series,4,3,1e-06
28,728133.723035,6891938.27013,-8458.173309,0.57169643477858,0.4840741372280518,0.4536968505091482,SimpleMafic1,SimpleMafic_Series,4,3,1e-06
29,733022.378883,6891937.049949001,-7358.592309000001,0.6220311222161589,0.4840615739732153,0.4650183809396332,SimpleMafic1,SimpleMafic_Series,4,3,1e-06
30,737972.021729,6891935.814546,-5589.549309,0.6729937453435337,0.4840488539892735,0.4832328409542539,SimpleMafic1,SimpleMafic_Series,4,3,1e-06
31,726443.009736,6905713.435698,-5023.656995,0.5542884747794032,0.6259063043563294,0.4890593940261318,SimpleMafic1,SimpleMafic_Series,4,3,1e-06
32,727109.3352020001,6886862.614432001,-6720.406176,0.5611491099121743,0.4318140577618129,0.47158928724401017,SimpleMafic1,SimpleMafic_Series,4,3,1e-06
33,726266.236469,6901753.8156550005,-5708.065297,0.5524683779228401,0.5851371761065918,0.48201257399380165,SimpleMafic1,SimpleMafic_Series,4,3,1e-06
34,732617.810926,6902964.017319,-3068.116297,0.617865600588944,0.5975976814863659,0.5091940758007887,SimpleMafic1,SimpleMafic_Series,4,3,1e-06
35,709728.25,6885850.5,532.9365769999999,0.38218959257848295,0.4213931025606705,0.5462713167632796,SimpleMafic1,SimpleMafic_Series,4,3,1e-06
36,714271.063,6897386.0,536.8312540000001,0.428963405166644,0.5401651750872605,0.5463114172235207,SimpleMafic1,SimpleMafic_Series,4,3,1e-06
37,722693.188,6907492.5,555.452867,0.5156794765400571,0.6442239459242404,0.5465031494908518,SimpleMafic1,SimpleMafic_Series,4,3,1e-06
38,725092.188,6913005.0,514.864987,0.5403801138762184,0.7009818714413681,0.5460852476550353,SimpleMafic1,SimpleMafic_Series,4,3,1e-06
39,744692.688,6890291.0,496.01971100000003,0.7421912193816085,0.46711347775501166,0.5458912125037324,SimpleMafic1,SimpleMafic_Series,4,3,1e-06
40,738924.813,6900193.5,551.633725,0.682803896090524,0.569071819239521,0.5464638267557633,SimpleMafic1,SimpleMafic_Series,4,3,1e-06
41,729430.813,6908717.5,517.178069,0.5850515614221139,0.6568368182613799,0.5461090636615425,SimpleMafic1,SimpleMafic_Series,4,3,1e-06
42,726929.75,6916017.0,502.161614,0.5593000607477117,0.7319940930572573,0.5459544509024639,SimpleMafic1,SimpleMafic_Series,4,3,1e-06
