,X,Y,Z,X_r,Y_r,Z_r,G_x,G_y,G_z,dip,azimuth,polarity,surface,series,id,order_series,smooth
30,721229.0005,6880766.25,477.680894,0.5006038765277017,0.3690445342503835,0.5457023919668873,-0.955039237532274,-0.24030473396155966,0.17364817766793042,80.0,255.876557,1.0,EarlyGranite,EarlyGranite_Series,1,1,0.01
31,720690.563,6882822.25,489.90942300000006,0.495060004324413,0.39021356733214585,0.5458282996200694,-0.9487350298778479,-0.26409875704593466,0.17364817766793042,80.0,254.444427,1.0,EarlyGranite,EarlyGranite_Series,1,1,0.01
32,718928.344,6883605.5,509.462245,0.4769158057308778,0.3982780834611781,0.5460296198222871,0.06399643026772625,-0.9827261914206341,0.17364817766793042,80.0,176.27408400000002,1.0,EarlyGranite,EarlyGranite_Series,1,1,0.01
33,715991.2815,6882773.25,505.16586399999994,0.4466751572747963,0.3897090524386603,0.5459853833283568,0.4523816530880285,-0.8747554803151861,0.17364817766793042,80.0,152.65415900000002,1.0,EarlyGranite,EarlyGranite_Series,1,1,0.01
34,712907.3755,6880766.25,512.582136,0.41492257549704975,0.3690445342503835,0.546061742913625,0.5981974408083341,-0.7823082079353031,0.17364817766793042,80.0,142.59641100000002,1.0,EarlyGranite,EarlyGranite_Series,1,1,0.01
35,710459.844,6880521.5,511.839758,0.38972224704755865,0.36652453383853467,0.5460540992246945,-0.7829565734412656,-0.5973485703467495,0.17364817766793042,80.0,232.658556,1.0,EarlyGranite,EarlyGranite_Series,1,1,0.01
36,709970.344,6882724.5,532.9679150000001,0.3846822462238609,0.38920711160075366,0.5462716394262945,-0.9555635021311216,0.23821146862908438,0.17364817766793042,80.0,283.99789599999997,1.0,EarlyGranite,EarlyGranite_Series,1,1,0.01
37,709089.2505,6883312.0,519.457428,0.37561031166664915,0.39525614221142263,0.5461325324485446,0.4394815627262955,-0.8813071351213059,0.17364817766793042,80.0,153.495937,1.0,EarlyGranite,EarlyGranite_Series,1,1,0.01
38,705858.5005,6880032.25,494.307044,0.34234579141912796,0.36148710707041587,0.545873578503547,0.7823117472581675,-0.5981928121393597,0.17364817766793042,80.0,127.40325,1.0,EarlyGranite,EarlyGranite_Series,1,1,0.01
39,701844.5315,6875137.25,476.658525,0.3010170742254671,0.311087098833438,0.5456918654283743,0.7357966048102152,-0.6545606669689805,0.17364817766793042,80.0,131.656118,1.0,EarlyGranite,EarlyGranite_Series,1,1,0.01
40,698466.9375,6871074.25,463.972201,0.26624061550817,0.269253547563399,0.5455612442160971,0.7825830449493052,-0.5978378443618282,0.17364817766793042,80.0,127.377257,1.0,EarlyGranite,EarlyGranite_Series,1,1,0.01
0,739426.6276840001,6891935.451483999,75.422691,0.6879706916384385,0.48404511582219845,0.5415606520803518,-0.6040227735540536,-0.7198463103919542,0.3420201433266688,70.0,220.0,1.0,SimpleBIF,BIF_Series,3,2,0.01
1,717311.112372,6891940.971392999,-1497.488309,0.4602644293524706,0.48410195003242695,0.5253656107410191,0.8660254037854386,1.0000530287619361e-12,0.5000000000010001,60.0,90.0,1.0,SimpleBIF,BIF_Series,3,2,0.01
2,723415.321182,6891939.447817,-5298.1543090000005,0.5231147203237131,0.4840862629552179,0.4862331086560341,0.0593911746148847,0.33682408883446513,0.9396926207869084,20.0,10.0,1.0,SimpleMafic1,SimpleMafic_Series,4,3,0.01
3,742907.686575,6891934.582632001,-2786.869309,0.7238124478753751,0.48403616992885884,0.5120898573149512,-0.8137976813483737,-0.29619813272502366,0.5000000000010001,60.0,250.0,1.0,SimpleMafic1,SimpleMafic_Series,4,3,0.01
4,712584.536312,6891942.15112,-582.769334,0.4115985514450749,0.48411409676389305,0.5347837606643122,0.8660253779324091,-0.00021160992272160206,0.5000000000010001,60.0,90.014,1.0,SimpleMafic1,SimpleMafic_Series,4,3,0.01
5,724309.279198,6905712.031145,-3763.8629950000004,0.532319110797648,0.625891842766388,0.5020305131225353,0.766044443119978,1.0000469066937634e-12,0.6427876096875393,50.0,90.0,1.0,SimpleMafic1,SimpleMafic_Series,4,3,0.01
6,728653.9332569999,6905714.891064,-4196.807995,0.5770526348753636,0.6259212891282221,0.49757281515192076,-0.1579856938790021,-0.00010478009447487647,0.9874413955027208,9.09,269.962,1.0,SimpleMafic1,SimpleMafic_Series,4,3,0.01
7,732788.182361,6905717.612482001,-1680.306995,0.6196197827600052,0.6259493094529728,0.5234832689064383,-0.8660252133152075,-0.0005743697555669816,0.5000000000010001,60.0,269.962,1.0,SimpleMafic1,SimpleMafic_Series,4,3,0.01
8,727261.874621,6877214.496202,-5666.992176,0.5627196896821558,0.33247488753436794,0.48243547197883097,9.999162292252465e-13,0.3420201433266687,0.9396926207869084,20.0,360.0,1.0,SimpleMafic1,SimpleMafic_Series,4,3,0.01
9,718902.5312979999,6900478.748653,-1882.8952969999998,0.4766500324125068,0.5720088027861601,0.5213973747104187,0.35135316564372676,0.042375304195105545,0.9352835327263932,20.726,83.12299999999999,1.0,SimpleMafic1,SimpleMafic_Series,4,3,0.01
10,733335.732778,6903150.931884,-1538.6292970000002,0.625257483582673,0.5995221954017079,0.5249420139822699,-0.7587575629491816,-0.19754255501034038,0.6206963022499282,51.633,255.407,1.0,SimpleMafic1,SimpleMafic_Series,4,3,0.01
11,730820.452963,6902599.428688001,-3825.776297,0.5993596034204055,0.593843795887698,0.5013930400008237,-0.36419606058097953,-0.07271406390723276,0.9284793451490311,21.801,258.709,1.0,SimpleMafic1,SimpleMafic_Series,4,3,0.01
12,725461.656,6915002.0,510.686328,0.5441842385428782,0.7215434274064846,0.5460422232529885,0.8435050562949495,-0.19621218108503954,0.5000000000010001,60.0,103.095,1.0,SimpleMafic1,SimpleMafic_Series,4,3,0.01
13,726102.312,6917775.5,499.040304,0.5507805751469789,0.7501,0.5459223132007867,1e-12,-0.8660254037834386,0.5000000000010001,-60.0,0.0,1.0,SimpleMafic1,SimpleMafic_Series,4,3,0.01
14,727390.156,6913486.75,517.5692429999999,0.5640405032793464,0.7059420765421167,0.5461130912760108,-0.8215644704637983,-0.2739193692847363,0.5000000000010001,-60.0,71.561,1.0,SimpleMafic1,SimpleMafic_Series,4,3,0.01
